step,uncertainty,activated,action_0,action_1
1,0.0005282452912069857,False,0.15753799676895142,0.027211802080273628
2,0.00033581964089535177,False,0.15760084986686707,0.02717948891222477
3,0.0001489437563577667,False,0.15765994787216187,0.026939885690808296
4,0.00010937859769910574,False,0.15771649777889252,0.026512224227190018
5,0.0007595766801387072,False,0.1577681303024292,0.025878408923745155
6,0.0005739546613767743,False,0.1578185260295868,0.02497629076242447
7,0.0003775876248255372,False,0.157883882522583,0.023904474452137947
8,4.6158449549693614e-05,False,0.15981589257717133,0.02491174452006817
9,0.00016855598369147629,False,0.16069704294204712,0.025371743366122246
10,0.0005433386540971696,False,0.16115930676460266,0.02517886273562908
11,9.92291170405224e-05,False,0.16143468022346497,0.024703003466129303
12,0.0006614323356188834,False,0.1615658700466156,0.024180030450224876
13,0.0004431926354300231,False,0.1614615023136139,0.02305898442864418
14,0.00040883265319280326,False,0.16900241374969482,0.02338712476193905
15,0.0008516564266756177,False,0.1683904528617859,0.022229284048080444
16,0.0001851638953667134,False,0.1678330898284912,0.021055415272712708
17,0.0001995581405935809,False,0.1673780083656311,0.019613970071077347
18,5.5703523685224354e-05,False,0.14898665249347687,-0.005643881391733885
19,0.0009030975052155554,False,0.14997237920761108,-0.007575734984129667
20,0.0003580538323149085,False,0.1515524685382843,-0.01001196913421154
21,0.00026337936287745833,False,0.15135742723941803,-0.011941162869334221
22,0.0001177455997094512,False,0.15114128589630127,-0.013806231319904327
23,0.0005138503038324416,False,0.15095120668411255,-0.01555580459535122
24,0.0004356558492872864,False,0.15075121819972992,-0.017196685075759888
25,0.0008432503673247993,False,0.15058235824108124,-0.018700020387768745
26,0.00024954628315754235,False,0.15038400888442993,-0.0201029684394598
27,0.00027308400603942573,False,0.15011563897132874,-0.021381838247179985
28,0.0009081974276341498,False,0.14985045790672302,-0.02249087207019329
29,8.90926385181956e-05,False,0.14962443709373474,-0.023421164602041245
30,0.0002405665145488456,False,0.14931875467300415,-0.02424970455467701
31,0.0003003750753123313,False,0.1499609649181366,-0.007107777055352926
32,0.00045188708463683724,False,0.14985454082489014,-0.008196480572223663
33,7.41912517696619e-05,False,0.14972370862960815,-0.009230613708496094
34,0.0003782352723646909,False,0.14960187673568726,-0.010172437876462936
35,0.0004902675864286721,False,0.14950773119926453,-0.01100885309278965
36,6.054949608369498e-06,False,0.14948350191116333,-0.011719871312379837
37,0.000252022611675784,False,0.14949586987495422,-0.012335563078522682
38,0.00025304380687884986,False,0.14952264726161957,-0.012826040387153625
39,0.0009696658817119896,False,0.14956386387348175,-0.013187263160943985
40,0.00024467468028888106,False,0.14969299733638763,-0.013478824868798256
41,0.0009906751802191138,False,0.14984482526779175,-0.013642661273479462
42,0.0009500570595264435,False,0.15000969171524048,-0.01367201842367649
43,0.0002526237512938678,False,0.15018479526042938,-0.013568790629506111
44,0.0004343042091932148,False,0.15037450194358826,-0.013341989368200302
45,0.0009658800554461777,False,0.150577574968338,-0.012993235141038895
46,0.0003278728108853102,False,0.15079233050346375,-0.012523649260401726
47,0.00022883847123011947,False,0.15101714432239532,-0.011938516050577164
48,0.0001327447680523619,False,0.15124893188476562,-0.011245591565966606
49,0.0006683874526061118,False,0.15148532390594482,-0.010462364181876183
50,0.0007013931754045188,False,0.15172815322875977,-0.009589539840817451
51,0.0004088044515810907,False,0.1519758701324463,-0.008637825027108192
52,0.0003686137788463384,False,0.1522245705127716,-0.0076465304009616375
53,0.00035911230952478945,False,0.15247613191604614,-0.006593873258680105
54,0.0003753210185095668,False,0.15271249413490295,-0.00547669967636466
55,0.0009750341414473951,False,0.15323974192142487,-0.004174747969955206
56,0.0005181964370422065,False,0.1536845862865448,-0.0028290185146033764
57,0.00043048826046288013,False,0.15411221981048584,-0.0014662458561360836
58,0.0007694792002439499,False,0.15449996292591095,-0.0002378462813794613
59,0.0005874200724065304,False,0.1548430323600769,0.0005449377931654453
60,8.4964296547696e-05,False,0.15529870986938477,0.0014587105251848698
61,0.00021106960775796324,False,0.15593786537647247,0.002589783165603876
62,0.0005345831159502268,False,0.1565665602684021,0.0036689997650682926
63,0.00016605728887952864,False,0.15718401968479156,0.0046855309046804905
64,0.00028930880944244564,False,0.15778949856758118,0.0056293741799890995
65,0.00025725114392116666,False,0.15838243067264557,0.006491506937891245
66,0.00017449299048166722,False,0.15896247327327728,0.007263811770826578
67,0.00013611004396807402,False,0.1595345139503479,0.007925031706690788
68,0.0009261836530640721,False,0.16009658575057983,0.008475353941321373
69,0.00020513652998488396,False,0.16065728664398193,0.008961664512753487
70,8.889957825886086e-05,False,0.16117170453071594,0.009379895403981209
71,0.000537327432539314,False,0.16154223680496216,0.00957946665585041
72,0.0008268458186648786,False,0.16186966001987457,0.009629210457205772
73,0.0006048448849469423,False,0.1621844470500946,0.00956341065466404
74,0.0002642320469021797,False,0.1624680459499359,0.009386030957102776
75,0.0003296530921943486,False,0.16256579756736755,0.00917196087539196
76,0.00015660595090594143,False,0.16265583038330078,0.008853910490870476
77,0.0001567600847920403,False,0.16273921728134155,0.008437549695372581
78,0.00045923024299554527,False,0.16283829510211945,0.007936818525195122
79,0.0002983149024657905,False,0.16295698285102844,0.0073602222837507725
80,0.0005603659083135426,False,0.16307222843170166,0.006707972381263971
81,0.000179845723323524,False,0.1631852388381958,0.005989393685013056
82,0.0002558804990258068,False,0.16330519318580627,0.005235961172729731
83,8.211324893636629e-05,False,0.16342996060848236,0.004447190556675196
84,0.00016545155085623264,False,0.16347381472587585,0.0036293924786150455
85,0.0009339615353383124,False,0.16331130266189575,0.00275604659691453
86,0.0011113833170384169,False,0.16315364837646484,0.0018734806217253208
87,0.0006190151325426996,False,0.16299808025360107,0.0009877332486212254
88,0.0004212622297927737,False,0.16288158297538757,0.00015769386664032936
89,0.0005217549623921514,False,0.16295336186885834,-0.0006276904605329037
90,0.0008639692678116262,False,0.16305238008499146,-0.001375576015561819
91,0.0006217485060915351,False,0.16308653354644775,-0.002131053712219
92,0.00046340469270944595,False,0.16292503476142883,-0.0029878593049943447
93,0.000561497756280005,False,0.1627020239830017,-0.003722259309142828
94,0.0006763998535461724,False,0.16247022151947021,-0.004387678112834692
95,0.0010988243157044053,False,0.16224944591522217,-0.0049901134334504604
96,0.0009184372611343861,False,0.16204017400741577,-0.005524253007024527
97,0.000478711212053895,False,0.16184267401695251,-0.005985093768686056
98,0.0022827598731964827,False,0.16166415810585022,-0.006370843853801489
99,0.000375486008124426,False,0.1615179181098938,-0.006696881260722876
100,0.0008677358855493367,False,0.16133463382720947,-0.006694169249385595
101,0.00026882629026658833,False,0.16108696162700653,-0.006245301570743322
102,0.0006096526049077511,False,0.16083693504333496,-0.0057357861660420895
103,0.0005211954703554511,False,0.16058218479156494,-0.005171263124793768
104,0.0004046274407301098,False,0.1603459119796753,-0.0045410036109387875
105,0.0002075389347737655,False,0.16013780236244202,-0.0038431151770055294
106,0.0015865724999457598,False,0.15992453694343567,-0.0031155659817159176
107,0.0004001164634246379,False,0.1597800999879837,-0.0024321391247212887
108,0.00010306492185918614,False,0.15963616967201233,-0.001740173902362585
109,6.160785414976999e-05,False,0.1594858467578888,-0.0010426579974591732
110,0.00034418641007505357,False,0.15937009453773499,-0.0003667040728032589
111,0.0002818681241478771,False,0.1759483963251114,-0.0003339364193379879
112,0.0003774208889808506,False,0.17614567279815674,0.00030808383598923683
113,0.0011571638751775026,False,0.17634060978889465,0.0009307102300226688
114,0.0002618802827782929,False,0.17648877203464508,0.001454914454370737
115,0.00011791300494223833,False,0.1775229275226593,0.001148729119449854
116,5.422020694823004e-05,False,0.17777904868125916,0.001567161176353693
117,0.00018608187383506447,False,0.17802679538726807,0.00196404242888093
118,0.00041667872574180365,False,0.17826545238494873,0.0023334273137152195
119,0.0007752158562652767,False,0.17851263284683228,0.0026762583293020725
120,0.00011531978088896722,False,0.17887267470359802,0.004008787218481302
121,0.0005697605665773153,False,0.1792471706867218,0.005128896329551935
122,0.00045038730604574084,False,0.15661980211734772,-0.006203783210366964
123,0.0001286795304622501,False,0.15678757429122925,-0.004971107002347708
124,0.0005072634667158127,False,0.17041140794754028,-0.003792320843786001
125,0.00018341837858315557,False,0.17102015018463135,-0.0027619763277471066
126,0.00026059322408400476,False,0.1716945767402649,-0.0017516552470624447
127,0.0002163014141842723,False,0.17233818769454956,-0.0006991415284574032
128,0.0005088215111754835,False,0.17297545075416565,0.0004192800261080265
129,0.0011415554909035563,False,0.16451773047447205,0.002901627216488123
130,0.0003633603628259152,False,0.16797113418579102,-0.005727884825319052
131,0.0008758654003031552,False,0.16954299807548523,-0.004390446003526449
132,0.0006571526755578816,False,0.17106762528419495,-0.003145562019199133
133,0.0010335096158087254,False,0.1725001484155655,-0.0019868589006364346
134,0.0004131504101678729,False,0.17317229509353638,-0.0014147846959531307
135,0.0009865725878626108,False,0.17377054691314697,-0.0009331903420388699
136,0.0007128877914510667,False,0.17417216300964355,-0.00043133413419127464
137,0.00012438447447493672,False,0.17459404468536377,-0.000264578964561224
138,0.000714553811121732,False,0.1751544177532196,0.0002080039121210575
139,0.00014398623898159713,False,0.17581549286842346,0.0007513822056353092
140,0.0005864863633178174,False,0.1764320433139801,0.0012736008502542973
141,0.00014866296260152012,False,0.17693160474300385,0.0017997012473642826
142,0.00015620114572811872,False,0.17735254764556885,0.002292750868946314
143,0.0002781477232929319,False,0.17774787545204163,0.002745887730270624
144,0.0006413089577108622,False,0.17811858654022217,0.003140671644359827
145,0.0011052134213969111,False,0.17846563458442688,0.0034913294948637486
146,0.00013268097245600075,False,0.1787927746772766,0.003799131605774164
147,0.0003832851944025606,False,0.17910051345825195,0.0040587023831903934
148,3.5490640584612265e-05,False,0.1793450117111206,0.004214695189148188
149,0.0006206886610016227,False,0.17958319187164307,0.004320620093494654
150,0.00020496132492553443,False,0.17993652820587158,0.004425993654876947
151,0.00013040601334068924,False,0.18024776875972748,0.004472217056900263
152,0.0010662747081369162,False,0.18053209781646729,0.004451884422451258
153,0.0007027648971416056,False,0.18078908324241638,0.004343113396316767
154,6.230903818504885e-05,False,0.18102574348449707,0.004193170461803675
155,0.0008706851513125002,False,0.18124985694885254,0.004002599511295557
156,0.0002579004503786564,False,0.18148282170295715,0.0037805424071848392
157,0.00029357775929383934,False,0.1817178726196289,0.003463967237621546
158,0.0011825631372630596,False,0.18188327550888062,0.0030798972584307194
159,0.00015803042333573103,False,0.18202638626098633,0.0026725814677774906
160,0.0008194794645532966,False,0.18221089243888855,0.002189627382904291
161,0.0001994176855077967,False,0.18239404261112213,0.0016937763430178165
162,0.0002749510749708861,False,0.1825742870569229,0.0011912421323359013
163,0.0009764209389686584,False,0.18280839920043945,0.0007697627879679203
164,0.00029593592626042664,False,0.18317186832427979,0.0005613253451883793
165,0.0003029632498510182,False,0.18353623151779175,0.00037070224061608315
166,0.0006131087429821491,False,0.1838998794555664,0.0001833946444094181
167,3.779260805458762e-05,False,0.18426263332366943,5.1246024668216705e-06
168,0.00018753792392089963,False,0.18458324670791626,-0.00020300736650824547
169,0.000576190825086087,False,0.1848101168870926,-0.0005563884042203426
170,0.00017425001715309918,False,0.18501469492912292,-0.000871503259986639
171,0.001220434787683189,False,0.16797596216201782,-0.03518037125468254
172,0.0006201890646480024,False,0.16886872053146362,-0.033804189413785934
173,0.00011770145647460595,False,0.1697436273097992,-0.03219723328948021
174,0.0006911271484568715,False,0.17061859369277954,-0.030389508232474327
175,0.0003929086378775537,False,0.17145662009716034,-0.02834171988070011
176,0.0004835188447032124,False,0.1721336841583252,-0.025970110669732094
177,0.00019357520795892924,False,0.1726941168308258,-0.023490848019719124
178,8.443839033134282e-05,False,0.17318964004516602,-0.02088804915547371
179,0.00036145138437859714,False,0.17363697290420532,-0.018160449340939522
180,7.282292790478095e-05,False,0.17397114634513855,-0.015405049547553062
181,0.0003020671138074249,False,0.17423102259635925,-0.012540889903903008
182,0.00023477408103644848,False,0.17488661408424377,-0.010113665834069252
183,0.00010901783389272168,False,0.17517495155334473,-0.008169297128915787
184,8.117234392557293e-05,False,0.17529673874378204,-0.0062364391051232815
185,0.00026447814889252186,False,0.17529889941215515,-0.00418055197224021
186,0.00014456803910434246,False,0.17515361309051514,-0.0019520497880876064
187,0.0005692915292456746,False,0.17489871382713318,0.00045607099309563637
188,0.0001709821808617562,False,0.16358742117881775,-0.006690749432891607
189,0.0004970729351043701,False,0.1638163924217224,-0.003967443015426397
190,0.00020676892017945647,False,0.16405850648880005,-0.0011988668702542782
191,0.0002232324331998825,False,0.1644786298274994,0.00155157083645463
192,0.000512302853167057,False,0.1649632751941681,0.004200680647045374
193,9.63324710028246e-05,False,0.16539697349071503,0.00673675024881959
194,0.00022404718038160354,False,0.16575878858566284,0.009187096729874611
195,0.0007540518417954445,False,0.1661563217639923,0.011719973757863045
196,4.160468961345032e-05,False,0.16639673709869385,0.014280742034316063
197,0.0003435172257013619,False,0.16634905338287354,0.016825640574097633
198,0.00042538551497273147,False,0.1662021279335022,0.019195767119526863
199,0.001022866927087307,False,0.16596955060958862,0.021341895684599876
200,0.00013188962475396693,False,0.1645345389842987,0.020622512325644493
201,0.0003315901558380574,False,0.16430214047431946,0.018705643713474274
202,0.00031409712391905487,False,0.16407975554466248,0.01958836056292057
203,0.00017230637604370713,False,0.16418816149234772,0.0205466877669096
204,0.0005774385062977672,False,0.16422675549983978,0.021660398691892624
205,0.00014992554497439414,False,0.16432525217533112,0.022624289616942406
206,0.0005330952699296176,False,0.16448447108268738,0.023392433300614357
207,0.0009037022828124464,False,0.1646234691143036,0.023888463154435158
208,0.0003290683089289814,False,0.16495540738105774,0.02374093048274517
209,0.00024459665291942656,False,0.16527198255062103,0.023266278207302094
210,0.0004146254505030811,False,0.16557762026786804,0.02255510911345482
211,0.00035676054540090263,False,0.16594761610031128,0.02171318791806698
212,0.0003142479108646512,False,0.1665230095386505,0.020540257915854454
213,0.00027033331571146846,False,0.1671612560749054,0.019164836034178734
214,0.00017907479195855558,False,0.16781942546367645,0.01765524409711361
215,0.0010052177822217345,False,0.16845518350601196,0.01601887308061123
216,0.00043959711911156774,False,0.16859865188598633,0.012691518291831017
217,0.0005458612577058375,False,0.16873496770858765,0.009536230936646461
218,8.965378947323188e-05,False,0.16913747787475586,0.006571634206920862
219,0.0002570993674453348,False,0.16952840983867645,0.0038301371969282627
220,6.127126107458025e-05,False,0.16995811462402344,0.0014948160387575626
221,0.0005537195247597992,False,0.1705026924610138,-0.0006395480595529079
222,0.0005817568162456155,False,0.171145960688591,-0.0028380430303514004
223,0.00027142834733240306,False,0.16964226961135864,-0.0043980940245091915
224,0.0004177447990514338,False,0.1703108549118042,-0.006282453890889883
225,0.00011731020640581846,False,0.17230673134326935,-0.013507155701518059
226,0.00011735641601262614,False,0.17330554127693176,-0.014796579256653786
227,0.0003677360655274242,False,0.17430174350738525,-0.01579360105097294
228,0.00016966943803709,False,0.1753060519695282,-0.016497047618031502
229,0.00031406423659063876,False,0.17629772424697876,-0.01693996973335743
230,0.00012775775394402444,False,0.17738008499145508,-0.017630772665143013
231,7.915505557321012e-05,False,0.17844054102897644,-0.01789041794836521
232,0.0006366721354424953,False,0.1793249547481537,-0.01801612414419651
233,0.0002833855978678912,False,0.1799805462360382,-0.01807996816933155
234,0.0009167904499918222,False,0.18060711026191711,-0.017879201099276543
235,0.0005621296586468816,False,0.1812436580657959,-0.017424141988158226
236,0.0005192704265937209,False,0.16797363758087158,-0.02085678093135357
237,0.00014866898709442466,False,0.16868780553340912,-0.019693396985530853
238,0.0001393376587657258,False,0.16951492428779602,-0.018324874341487885
239,0.0008624690817669034,False,0.17050379514694214,-0.016534503549337387
240,0.00040479295421391726,False,0.1714652180671692,-0.014537164941430092
241,0.00014343479415401816,False,0.17233023047447205,-0.012432841584086418
242,0.0007048746338114142,False,0.17306280136108398,-0.010268835350871086
243,0.0004698646371252835,False,0.17373865842819214,-0.007849788293242455
244,0.00030985663761384785,False,0.1743851900100708,-0.005374798085540533
245,0.0002590887015685439,False,0.17497923970222473,-0.0028960048221051693
246,0.0008906727307476103,False,0.1755170226097107,-0.00042658811435103416
247,0.0003975677536800504,False,0.17599177360534668,0.002008488867431879
248,0.00019823166076093912,False,0.17774856090545654,0.005506394896656275
249,0.00010102050873683766,False,0.17888471484184265,0.008755126968026161
250,0.00027546024648472667,False,0.1794416308403015,0.011530203744769096
251,8.982468716567382e-05,False,0.1794988512992859,0.014138976112008095
252,0.0003890384978149086,False,0.17784081399440765,0.024500960484147072
253,0.000832077581435442,False,0.1773790419101715,0.026015428826212883
254,0.0007866156520321965,False,0.1768454909324646,0.027089567855000496
255,0.0010373018449172378,False,0.17629462480545044,0.027714764699339867
256,0.0007021900382824242,False,0.17575228214263916,0.02782931737601757
257,0.0006054762634448707,False,0.17524245381355286,0.027791010215878487
258,0.00023616943508386612,False,0.17462098598480225,0.027605446055531502
259,0.0004176693328190595,False,0.1739616096019745,0.02713540755212307
260,0.00021769011800643057,False,0.1733764410018921,0.026342639699578285
261,0.0007675428641960025,False,0.17283999919891357,0.025156816467642784
262,0.0001763546169968322,False,0.17234021425247192,0.023620540276169777
263,0.0002260622422909364,False,0.1718924343585968,0.02180224098265171
264,0.00035111213219352067,False,0.17147526144981384,0.019798917695879936
265,0.00015102476754691452,False,0.17112880945205688,0.017610518261790276
266,0.0004483854863792658,False,0.17085711658000946,0.015276214107871056
267,0.00022428696684073657,False,0.17059826850891113,0.01278935931622982
268,0.00021226251556072384,False,0.17025840282440186,0.010127661749720573
269,0.00023080153914634138,False,0.1699875295162201,0.007359674666076899
270,0.0004206651065032929,False,0.16972139477729797,0.004538471344858408
271,5.652338222716935e-05,False,0.16932538151741028,0.0019608051516115665
272,0.0006404024898074567,False,0.16277867555618286,-0.01785852201282978
273,0.0003263351391069591,False,0.16209080815315247,-0.015022842213511467
274,0.0006295516504906118,False,0.1625058650970459,-0.01636441983282566
275,0.000603698194026947,False,0.16295495629310608,-0.017443804070353508
276,0.00018026343605015427,False,0.16342848539352417,-0.01833244599401951
277,8.679318852955475e-05,False,0.16391834616661072,-0.019015120342373848
278,0.00070574990240857,False,0.16436119377613068,-0.019459353759884834
279,0.00024377030786126852,False,0.164849191904068,-0.0196343082934618
280,0.0005746553651988506,False,0.16524147987365723,-0.019564496353268623
281,0.00035056285560131073,False,0.16568168997764587,-0.01943022944033146
282,0.00022541619546245784,False,0.16614487767219543,-0.019141899421811104
283,0.00014714861754328012,False,0.166630357503891,-0.018640095368027687
284,0.0002335915487492457,False,0.16711920499801636,-0.017932942137122154
285,0.000602273503318429,False,0.15826517343521118,-0.013237373903393745
286,0.00016387754294555634,False,0.15886354446411133,-0.012707838788628578
287,0.0002077123208437115,False,0.15944904088974,-0.012045523151755333
288,0.00014312499843072146,False,0.16003084182739258,-0.011260123923420906
289,0.0003040050796698779,False,0.16069093346595764,-0.010254556313157082
290,0.0003138473257422447,False,0.16142728924751282,-0.009006639942526817
291,0.00035973667399957776,False,0.16216562688350677,-0.007673600222915411
292,0.0001057337285601534,False,0.16265004873275757,-0.006442306097596884
293,0.0006742898840457201,False,0.1631106436252594,-0.005168457981199026
294,0.00016624966519884765,False,0.16346076130867004,-0.003807441797107458
295,0.0012821712298318744,False,0.1638096570968628,-0.0024249753914773464
296,0.0001677841937635094,False,0.16409581899642944,-0.0010778545401990414
297,0.00028263518470339477,False,0.16438999772071838,0.00021286914125084877
298,0.0004833988205064088,False,0.164678692817688,0.00143775949254632
299,0.0007006529485806823,False,0.1649501621723175,0.0026249648071825504
300,0.0009633442969061434,False,0.1651601493358612,0.003707794938236475
301,6.693750765407458e-05,False,0.1653159260749817,0.004681094083935022
302,0.0003813900984823704,False,0.16543731093406677,0.005560534540563822
303,0.00015708421415183693,False,0.16552312672138214,0.006324129644781351
304,4.4982491090195253e-05,False,0.16559931635856628,0.006989187095314264
305,7.055737660266459e-05,False,0.16566337645053864,0.007486289832741022
306,0.00026542626437731087,False,0.16572947800159454,0.007868153974413872
307,0.0001666124735493213,False,0.16578981280326843,0.00814431719481945
308,0.000462088908534497,False,0.1658371090888977,0.008313694968819618
309,0.0001045464669005014,False,0.16592003405094147,0.008426999673247337
310,0.0005397051572799683,False,0.16598892211914062,0.008447343483567238
311,6.773955101380125e-05,False,0.16604965925216675,0.008358804509043694
312,0.0013963307719677687,False,0.1661059558391571,0.008168166503310204
313,0.00016746412438806146,False,0.16616150736808777,0.007884157821536064
314,0.001030252198688686,False,0.16621366143226624,0.007514654193073511
315,0.0003536631411407143,False,0.1662519872188568,0.007082647178322077
316,0.0002759289345704019,False,0.16626137495040894,0.006585931871086359
317,0.00040899490704759955,False,0.16639041900634766,0.0063338191248476505
318,0.0001417791936546564,False,0.16651858389377594,0.006114705000072718
319,0.0006762863486073911,False,0.16658270359039307,0.0058026970364153385
320,0.0004187164013274014,False,0.16659554839134216,0.005348479840904474
321,0.0007689187186770141,False,0.16661769151687622,0.004849462304264307
322,0.0004341566818766296,False,0.16663986444473267,0.004305629525333643
323,7.722122245468199e-05,False,0.16673532128334045,0.0036333934403955936
324,0.0005564276943914592,False,0.16685841977596283,0.0029479549266397953
325,8.174789400072768e-05,False,0.1668936014175415,0.002102686557918787
326,0.0005986170144751668,False,0.1669454574584961,0.001207409892231226
327,0.0007926480611786246,False,0.1670217216014862,0.00030604610219597816
328,0.0006807069294154644,False,0.16711199283599854,-0.0005761100910604
329,0.0005413921899162233,False,0.1672382652759552,-0.001471088733524084
330,0.0008313418948091567,False,0.16746917366981506,-0.002392479684203863
331,0.00017112588102463633,False,0.1677364557981491,-0.003297248389571905
332,0.00029204838210716844,False,0.16810426115989685,-0.004193784203380346
333,0.00017803021182771772,False,0.16849593818187714,-0.004972086753696203
334,3.0321378289954737e-05,False,0.168893963098526,-0.005670198705047369
